gift_key	card_key	gift_title	gift_place	gift_latitude	gift_longitude	gift_content	gift_cost	gift_date	gift_time
1960	103	롯데리아	롯데리아	37.556063	127.11715	롯데리아 음료M 제공	2000	2016-07-19	13:14:02
1961	187	동경야네	동경야네	37.528956	127.053069	사케동 10% 할인	1000	2016-03-30	09:28:52
1962	247	원할머니보쌈	원할머니보쌈	37.705639	126.864681	족발 3,000 할인 쿠폰 제공	900	2017-10-18	13:07:17
1963	297	버거킹	버거킹	37.663692	127.130663	와퍼주문시 5% 할인	1500	2016-12-28	09:31:05
1964	249	한신포차	한신포차	37.621077	126.919258	닭발 주문시 주먹밥 증정	1800	2016-05-01	17:54:28
1965	272	쥬씨	쥬씨	37.560741	127.14331	무료 사이즈업	500	2017-10-01	15:09:47
1966	246	한신포차	한신포차	37.498741	127.124628	닭발 주문시 주먹밥 증정	400	2017-01-30	10:18:10
1967	102	이디야커피	이디야커피	37.506026	127.016049	스마트 오더 사용시 10% 할인	1800	2016-09-05	15:07:01
1968	54	오쭈	오쭈	37.658169	126.910074	치즈 퐁듀 1회 제공	1900	2016-05-30	12:26:58
1969	65	스시진	스시진	37.5992	127.032041	2pcs 무료 제공	2000	2016-04-20	11:25:02
1970	107	이디야커피	이디야커피	37.476652	127.021589	스마트 오더 사용시 10% 할인	1000	2017-05-15	23:53:35
1971	261	쥬씨	쥬씨	37.585098	126.937871	무료 사이즈업	1200	2017-04-28	13:35:11
1972	252	쥬씨	쥬씨	37.637219	126.980007	무료 사이즈업	200	2017-07-25	21:39:44
1973	284	멘동	멘동	37.692005	126.90707	규동 5% 할인	900	2017-11-09	16:33:07
1974	279	한신포차	한신포차	37.591283	127.18123	닭발 주문시 주먹밥 증정	2000	2017-09-15	13:59:11
1975	130	롯데리아	롯데리아	37.447039	127.144515	롯데리아 음료M 제공	1900	2017-03-29	15:41:46
1976	55	롯데리아	롯데리아	37.7144	127.109904	롯데리아 음료M 제공	1000	2017-07-07	14:14:34
1977	123	버거킹	버거킹	37.675443	126.994385	와퍼주문시 5% 할인	1200	2017-10-21	11:44:48
1978	262	이디야커피	이디야커피	37.662209	126.867743	스마트 오더 사용시 10% 할인	1600	2016-10-11	22:50:18
1979	86	엔젤리너스	엔젤리너스	37.548852	126.929622	제조 음료 주문시 10% 할인	1000	2018-03-16	22:14:15
1980	206	동경야네	동경야네	37.481438	127.089919	사케동 10% 할인	1500	2017-12-29	19:07:34
1981	140	이디야커피	이디야커피	37.515868	127.127073	스마트 오더 사용시 10% 할인	1800	2017-07-02	13:31:42
1982	109	교보문고	교보문고	37.503658	127.150186	도서 구매시 10% 할인	1100	2016-10-29	14:52:00
1983	240	베스킨라빈스	베스킨라빈스	37.621427	126.889032	무료 사이즈업	1100	2017-08-03	12:08:58
1984	241	교보문고	교보문고	37.524405	126.882307	도서 구매시 10% 할인	1400	2017-05-18	22:21:14
1985	25	파리바게트	파리바게트	37.631701	126.964626	1000원 이상 10% 할인	600	2018-03-20	19:40:10
1986	181	이비인후과	이비인후과	37.639531	126.981423	코세척 서비스(무료)	500	2016-07-08	11:58:54
1987	77	정형외과	정형외과	37.554122	126.910648	정형외과의료지점	1100	2017-03-11	13:57:56
1988	93	뚜레쥬르	뚜레쥬르	37.676574	126.890653	2000원 이상 5% 할인	1200	2016-09-09	22:19:31
1989	94	원할머니보쌈	원할머니보쌈	37.46822	126.968538	족발 3,000 할인 쿠폰 제공	1300	2017-03-23	11:21:23
1990	13	정형외과	정형외과	37.554571	127.003935	정형외과의료지점	900	2017-11-25	17:24:49
1991	235	매드포갈릭	매드포갈릭	37.444004	126.872708	에이드 무료 제공	800	2017-06-24	19:46:15
1992	59	롯데리아	롯데리아	37.550304	127.052433	롯데리아 음료M 제공	200	2017-11-27	20:42:10
1993	83	멘동	멘동	37.615078	126.983924	규동 5% 할인	1100	2017-12-10	16:52:49
1994	161	파리바게트	파리바게트	37.480121	127.178714	1000원 이상 10% 할인	2000	2017-06-09	09:51:36
1995	254	뚜레쥬르	뚜레쥬르	37.497155	127.032669	2000원 이상 5% 할인	1100	2017-09-09	12:01:41
1996	191	롯데리아	롯데리아	37.487938	127.112727	롯데리아 음료M 제공	900	2016-08-06	20:09:03
1997	131	롯데리아	롯데리아	37.505112	126.870462	롯데리아 음료M 제공	600	2017-03-03	12:49:35
1998	10	구이가	구이가	37.662017	127.143925	한판 주문시 사이다 제공	1900	2016-11-11	20:37:39
1999	249	베스킨라빈스	베스킨라빈스	37.466123	127.067441	무료 사이즈업	200	2017-04-23	20:27:19
2000	206	아웃닭	아웃닭	37.653795	127.092919	치즈스틱 2개 제공	1400	2016-02-03	16:14:38
2001	52	리얼후라이	리얼후라이	37.508467	127.161768	크리스피 후라이드 10% 할인	400	2016-01-27	10:24:40
2002	79	스시로로	스시로로	37.658393	127.197504	2pcs 무료 제공	1900	2017-08-05	21:47:52
2003	210	닭한마리	닭한마리	37.599802	126.893072	칼국수 사리 무료 리필	600	2016-09-05	12:34:43
2004	233	연래춘	연래춘	37.443524	126.966995	현금 결재시 10% 할인	1800	2017-09-08	14:18:38
2005	38	스시진	스시진	37.521769	127.000038	2pcs 무료 제공	1400	2018-01-10	17:46:36
2006	7	엔젤리너스	엔젤리너스	37.517578	126.982395	제조 음료 주문시 10% 할인	1500	2016-01-16	21:01:05
2007	54	교보문고	교보문고	37.522474	126.881975	도서 구매시 10% 할인	1200	2017-08-06	22:56:06
2008	89	연래춘	연래춘	37.710521	127.180127	현금 결재시 10% 할인	600	2017-12-01	21:07:41
2009	288	뚜레쥬르	뚜레쥬르	37.63976	127.092317	2000원 이상 5% 할인	200	2017-03-01	14:12:20
2010	179	닭한마리	닭한마리	37.641525	127.164501	칼국수 사리 무료 리필	1900	2017-12-26	13:36:33
2011	65	멘동	멘동	37.659301	126.85799	규동 5% 할인	1400	2017-12-02	23:59:31
2012	188	스시로로	스시로로	37.449092	127.021887	2pcs 무료 제공	300	2016-10-07	16:49:47
2013	114	버거킹	버거킹	37.672695	127.157998	와퍼주문시 5% 할인	2000	2016-05-05	17:04:53
2014	31	김덕후의곱창조	김덕후의곱창조	37.617728	126.947172	곱창 무한 리필 2,000 할인	1900	2016-07-11	17:49:52
2015	171	오쭈	오쭈	37.568821	126.907328	치즈 퐁듀 1회 제공	600	2017-08-27	21:08:46
2016	193	쥬씨	쥬씨	37.660627	126.992873	무료 사이즈업	1100	2017-06-12	09:46:38
2017	68	롯데리아	롯데리아	37.550744	127.180481	롯데리아 음료M 제공	1200	2017-09-23	19:40:33
2018	66	멘동	멘동	37.532071	127.109218	규동 5% 할인	600	2016-09-30	10:47:25
2019	10	꾼	꾼	37.522647	126.879354	소주 2,000 쿠폰	900	2017-08-14	10:01:27
2020	158	버거킹	버거킹	37.573982	127.180108	와퍼주문시 5% 할인	1500	2017-11-06	19:54:21
2021	182	원할머니보쌈	원할머니보쌈	37.554216	127.056027	족발 3,000 할인 쿠폰 제공	1300	2017-01-03	13:32:48
2022	45	홍콩반점	홍콩반점	37.456297	126.950958	찹쌀 탕수육 10% 할인	900	2016-12-07	11:13:34
2023	228	동경야네	동경야네	37.5256	127.122467	사케동 10% 할인	1200	2016-08-28	19:08:02
2024	145	쥬씨	쥬씨	37.538198	127.066856	무료 사이즈업	1800	2016-05-18	14:15:51
2025	141	구이가	구이가	37.497718	127.18113	한판 주문시 사이다 제공	1200	2016-01-14	09:55:37
2026	74	이디야커피	이디야커피	37.52148	127.181585	스마트 오더 사용시 10% 할인	500	2017-10-28	19:13:14
2027	142	롯데리아	롯데리아	37.557453	126.864881	롯데리아 음료M 제공	400	2017-05-08	22:19:48
2028	28	교보문고	교보문고	37.545837	126.862357	도서 구매시 10% 할인	1500	2017-10-03	18:07:05
2029	236	동경야네	동경야네	37.656036	127.164085	사케동 10% 할인	1600	2017-04-23	13:57:54
2030	168	베스킨라빈스	베스킨라빈스	37.453301	127.171707	무료 사이즈업	600	2016-07-12	20:37:42
2031	207	원할머니보쌈	원할머니보쌈	37.549051	127.077438	족발 3,000 할인 쿠폰 제공	800	2016-02-13	21:40:09
2032	57	롯데리아	롯데리아	37.556377	126.851851	롯데리아 음료M 제공	1700	2017-05-28	17:49:47
2033	116	오쭈	오쭈	37.582191	126.928521	치즈 퐁듀 1회 제공	1600	2016-04-26	11:02:15
2034	244	연래춘	연래춘	37.693987	127.103902	현금 결재시 10% 할인	1000	2016-11-02	22:00:29
2035	257	원할머니보쌈	원할머니보쌈	37.559001	126.913267	족발 3,000 할인 쿠폰 제공	900	2017-06-05	17:41:56
2036	217	김덕후의곱창조	김덕후의곱창조	37.663797	127.178555	곱창 무한 리필 2,000 할인	600	2017-12-28	10:44:46
2037	176	아웃백	아웃백	37.703876	126.945658	스테이크 주문시 10% 할인	200	2018-01-10	22:01:53
2038	52	반디앤루니스	반디앤루니스	37.477939	127.12708	도서 구매시 5% 할인	1200	2017-02-02	19:53:36
2039	8	연래춘	연래춘	37.630839	126.869055	현금 결재시 10% 할인	600	2017-04-05	12:04:34
2040	246	베스킨라빈스	베스킨라빈스	37.593335	127.105468	무료 사이즈업	1800	2017-11-19	16:22:41
2041	220	스시로로	스시로로	37.639312	126.990048	2pcs 무료 제공	700	2017-04-11	12:58:46
2042	43	원할머니보쌈	원할머니보쌈	37.504951	127.138566	족발 3,000 할인 쿠폰 제공	1200	2016-04-27	19:11:05
2043	258	베스킨라빈스	베스킨라빈스	37.560507	126.941305	무료 사이즈업	1600	2018-03-31	22:50:48
2044	101	약국	약국	37.453856	127.067303	황사 마스크 증정(1매)	700	2016-12-29	19:33:58
2045	215	리얼후라이	리얼후라이	37.490085	126.893582	크리스피 후라이드 10% 할인	600	2016-03-22	16:32:55
2046	78	반디앤루니스	반디앤루니스	37.543545	127.044423	도서 구매시 5% 할인	900	2016-05-09	23:39:12
2047	217	봄봄	봄봄	37.524008	126.870934	음료 주문시 쿠폰 도장 2개 추가	1900	2018-01-08	20:03:31
2048	93	엔젤리너스	엔젤리너스	37.509498	126.905368	제조 음료 주문시 10% 할인	1200	2017-12-01	16:20:28
2049	147	교보문고	교보문고	37.470217	127.105357	도서 구매시 10% 할인	1500	2017-03-21	23:42:40
2050	4	쥬씨	쥬씨	37.544572	127.174976	무료 사이즈업	900	2016-04-11	17:35:23
2051	280	구이가	구이가	37.681633	127.161547	한판 주문시 사이다 제공	1800	2016-02-13	12:44:35
2052	277	반디앤루니스	반디앤루니스	37.533566	126.955881	도서 구매시 5% 할인	1800	2016-01-14	10:52:30
2053	28	매드포갈릭	매드포갈릭	37.667519	126.981631	에이드 무료 제공	1100	2018-03-11	23:31:10
2054	285	봄봄	봄봄	37.608875	127.001324	음료 주문시 쿠폰 도장 2개 추가	100	2016-01-31	11:24:38
2055	71	스시진	스시진	37.547858	127.161122	2pcs 무료 제공	500	2017-08-16	15:24:57
2056	183	스시로로	스시로로	37.648908	127.045963	2pcs 무료 제공	1100	2017-03-18	15:23:28
2057	146	파리바게트	파리바게트	37.513233	127.186959	1000원 이상 10% 할인	1600	2017-12-19	19:17:55
2058	264	김덕후의곱창조	김덕후의곱창조	37.641253	126.857977	곱창 무한 리필 2,000 할인	1400	2017-12-31	15:59:27
2059	53	아웃백	아웃백	37.446392	127.17916	스테이크 주문시 10% 할인	1000	2018-01-29	09:25:45
2060	219	엔젤리너스	엔젤리너스	37.524033	126.919093	제조 음료 주문시 10% 할인	1600	2016-01-14	20:30:47
2061	116	쥬씨	쥬씨	37.490438	126.963962	무료 사이즈업	2000	2017-10-02	13:03:21
2062	34	꾼	꾼	37.688402	127.080056	소주 2,000 쿠폰	1400	2016-01-03	21:10:45
2063	284	리얼후라이	리얼후라이	37.44921	126.967547	크리스피 후라이드 10% 할인	200	2016-09-18	09:29:03
2064	37	오쭈	오쭈	37.652186	127.193367	치즈 퐁듀 1회 제공	2000	2016-02-06	10:14:29
2065	123	동경야네	동경야네	37.48951	127.036715	사케동 10% 할인	1000	2017-01-19	13:54:09
2066	202	이비인후과	이비인후과	37.708301	127.160853	코세척 서비스(무료)	1200	2016-03-11	13:47:57
2067	176	교보문고	교보문고	37.470388	126.870256	도서 구매시 10% 할인	700	2017-04-28	20:51:10
2068	57	약국	약국	37.703349	126.913278	황사 마스크 증정(1매)	1500	2016-01-26	14:47:25
2069	93	파리바게트	파리바게트	37.518052	127.118094	1000원 이상 10% 할인	1000	2017-10-03	09:51:02
2070	259	파리바게트	파리바게트	37.542641	127.10943	1000원 이상 10% 할인	1900	2016-12-30	09:43:52
2071	94	엔젤리너스	엔젤리너스	37.524448	126.875256	제조 음료 주문시 10% 할인	200	2016-10-14	23:00:32
2072	219	롯데리아	롯데리아	37.459605	126.854254	롯데리아 음료M 제공	1800	2016-06-07	22:49:17
2073	220	원할머니보쌈	원할머니보쌈	37.475415	127.191258	족발 3,000 할인 쿠폰 제공	200	2016-01-27	16:31:13
2074	18	베스킨라빈스	베스킨라빈스	37.458081	127.106181	무료 사이즈업	1800	2016-02-15	11:22:46
2075	227	뚜레쥬르	뚜레쥬르	37.658102	126.857472	2000원 이상 5% 할인	500	2017-07-15	11:30:53
2076	30	한신포차	한신포차	37.55626	127.046871	닭발 주문시 주먹밥 증정	1500	2016-06-18	09:42:12
2077	234	교보문고	교보문고	37.562788	127.123856	도서 구매시 10% 할인	1900	2016-10-07	17:08:45
2078	210	쥬씨	쥬씨	37.486263	127.166013	무료 사이즈업	700	2016-05-04	13:10:42
2079	300	한신포차	한신포차	37.631624	126.865468	닭발 주문시 주먹밥 증정	300	2016-07-15	18:53:21
2080	138	매드포갈릭	매드포갈릭	37.714143	126.998587	에이드 무료 제공	600	2017-07-04	09:34:34
2081	167	파리바게트	파리바게트	37.560005	126.852946	1000원 이상 10% 할인	1000	2017-10-07	20:46:03
2082	157	구이가	구이가	37.713465	127.036055	한판 주문시 사이다 제공	500	2017-07-12	10:10:54
2083	235	동경야네	동경야네	37.458229	126.975111	사케동 10% 할인	100	2017-09-09	16:35:21
2084	187	동경야네	동경야네	37.528956	127.053069	사케동 10% 할인	1400	2016-03-30	09:28:52
2085	45	버거킹	버거킹	37.628254	127.095779	와퍼주문시 5% 할인	900	2016-03-27	17:48:37
2086	90	구이가	구이가	37.491418	127.137527	한판 주문시 사이다 제공	1200	2016-07-05	23:25:08
2087	225	김덕후의곱창조	김덕후의곱창조	37.444262	127.199062	곱창 무한 리필 2,000 할인	1800	2017-06-14	19:34:34
2088	272	쥬씨	쥬씨	37.528951	127.123241	무료 사이즈업	1500	2017-11-29	18:04:58
2089	208	동경야네	동경야네	37.468833	127.096846	사케동 10% 할인	1500	2016-09-14	21:25:37
2090	244	파리바게트	파리바게트	37.496765	127.155733	1000원 이상 10% 할인	600	2017-08-20	11:41:28
2091	180	구이가	구이가	37.698285	127.102604	한판 주문시 사이다 제공	1600	2016-12-12	23:26:10
2092	228	반디앤루니스	반디앤루니스	37.715775	126.862961	도서 구매시 5% 할인	1300	2017-06-29	13:57:23
2093	68	아웃백	아웃백	37.693609	127.034559	스테이크 주문시 10% 할인	1300	2017-12-15	14:03:50
2094	236	원할머니보쌈	원할머니보쌈	37.684086	127.085388	족발 3,000 할인 쿠폰 제공	1100	2016-10-15	22:28:24
2095	225	이디야커피	이디야커피	37.62238	126.905162	스마트 오더 사용시 10% 할인	1200	2017-10-12	11:25:58
2096	56	엔젤리너스	엔젤리너스	37.450278	126.938234	제조 음료 주문시 10% 할인	1600	2017-11-23	21:04:09
2097	56	정형외과	정형외과	37.709485	127.103185	정형외과의료지점	900	2017-08-11	13:54:17
2098	299	약국	약국	37.569122	126.871682	황사 마스크 증정(1매)	100	2016-06-29	21:27:09
2099	162	반디앤루니스	반디앤루니스	37.464526	127.173232	도서 구매시 5% 할인	1000	2016-11-14	20:39:44
2100	267	한신포차	한신포차	37.481134	126.947149	닭발 주문시 주먹밥 증정	1000	2016-11-24	14:10:17
2101	38	연래춘	연래춘	37.687165	127.066886	현금 결재시 10% 할인	1000	2017-02-26	09:56:21
2102	295	구이가	구이가	37.652226	127.106576	한판 주문시 사이다 제공	1000	2018-03-14	11:21:33
2103	37	홍콩반점	홍콩반점	37.542559	126.880027	찹쌀 탕수육 10% 할인	1800	2017-01-09	14:39:24
2104	213	멘동	멘동	37.491174	127.014761	규동 5% 할인	100	2017-09-03	19:06:53
2105	286	교보문고	교보문고	37.490855	127.191638	도서 구매시 10% 할인	200	2016-12-07	20:13:57
2106	12	아웃백	아웃백	37.556286	126.912198	스테이크 주문시 10% 할인	1700	2016-02-27	19:56:23
2107	260	한신포차	한신포차	37.513816	127.109018	닭발 주문시 주먹밥 증정	1600	2017-03-24	21:31:55
2108	144	약국	약국	37.611637	126.918727	황사 마스크 증정(1매)	1700	2016-04-30	17:26:45
2109	2	엔젤리너스	엔젤리너스	37.500073	126.965855	제조 음료 주문시 10% 할인	400	2018-04-02	14:13:56
2110	98	원할머니보쌈	원할머니보쌈	37.542259	127.116847	족발 3,000 할인 쿠폰 제공	1200	2017-09-08	18:58:24
2111	219	원할머니보쌈	원할머니보쌈	37.702852	126.967066	족발 3,000 할인 쿠폰 제공	1300	2018-01-10	12:19:18
2112	253	오쭈	오쭈	37.616417	127.179157	치즈 퐁듀 1회 제공	1300	2017-12-06	18:23:11
2113	153	쥬씨	쥬씨	37.613703	126.996698	무료 사이즈업	400	2016-12-24	10:32:18
2114	29	스시진	스시진	37.712543	126.95795	2pcs 무료 제공	1400	2016-09-06	11:28:11
2115	51	뚜레쥬르	뚜레쥬르	37.470007	126.974854	2000원 이상 5% 할인	100	2016-07-20	22:12:46
2116	5	스시로로	스시로로	37.628835	126.985255	2pcs 무료 제공	1600	2016-10-05	17:07:32
2117	267	리얼후라이	리얼후라이	37.472688	126.945594	크리스피 후라이드 10% 할인	800	2016-08-27	14:58:01
2118	182	스시로로	스시로로	37.467629	126.874649	2pcs 무료 제공	200	2016-10-12	09:30:29
2119	97	반디앤루니스	반디앤루니스	37.490689	127.196515	도서 구매시 5% 할인	1500	2016-06-19	15:00:32
2120	254	스시로로	스시로로	37.714307	127.126492	2pcs 무료 제공	1000	2017-03-29	15:06:11
2121	165	엔젤리너스	엔젤리너스	37.600047	127.114464	제조 음료 주문시 10% 할인	100	2017-02-10	14:31:30
2122	286	쥬씨	쥬씨	37.704897	127.060383	무료 사이즈업	1500	2017-10-28	11:25:41
2123	189	스시로로	스시로로	37.608139	126.940886	2pcs 무료 제공	1800	2017-06-05	09:08:06
2124	168	이디야커피	이디야커피	37.580392	127.10732	스마트 오더 사용시 10% 할인	1300	2016-04-30	21:24:09
2125	143	반디앤루니스	반디앤루니스	37.622937	126.936551	도서 구매시 5% 할인	2000	2017-08-21	23:25:32
2126	208	동경야네	동경야네	37.468833	127.096846	사케동 10% 할인	100	2016-09-14	21:25:37
2127	94	멘동	멘동	37.485127	127.198096	규동 5% 할인	1100	2016-05-05	13:04:58
2128	121	베스킨라빈스	베스킨라빈스	37.478806	127.129689	무료 사이즈업	200	2017-06-02	12:24:05
2129	181	뚜레쥬르	뚜레쥬르	37.662351	127.146979	2000원 이상 5% 할인	900	2017-01-02	09:53:46
2130	101	오쭈	오쭈	37.544337	126.890373	치즈 퐁듀 1회 제공	900	2016-02-01	15:13:17
2131	244	엔젤리너스	엔젤리너스	37.647664	126.983642	제조 음료 주문시 10% 할인	1500	2016-10-13	13:03:16
2132	237	아웃백	아웃백	37.647449	126.870688	스테이크 주문시 10% 할인	800	2016-01-22	16:47:14
2133	94	교보문고	교보문고	37.47984	127.075871	도서 구매시 10% 할인	300	2016-09-10	18:27:15
2134	86	버거킹	버거킹	37.529532	127.094996	와퍼주문시 5% 할인	200	2017-04-02	17:54:52
2135	283	백다방	백다방	37.656634	126.882151	무료 토핑 추가	900	2018-01-27	20:24:03
2136	129	동경야네	동경야네	37.581167	126.997396	사케동 10% 할인	800	2018-01-25	22:34:54
2137	176	쥬씨	쥬씨	37.704254	126.913944	무료 사이즈업	1900	2016-11-06	22:40:03
2138	12	오쭈	오쭈	37.594931	126.902354	치즈 퐁듀 1회 제공	1000	2017-03-30	17:57:34
2139	209	구이가	구이가	37.537587	127.146617	한판 주문시 사이다 제공	700	2016-10-07	19:56:20
2140	208	원할머니보쌈	원할머니보쌈	37.682478	126.981341	족발 3,000 할인 쿠폰 제공	100	2017-12-06	17:46:11
2141	212	엔젤리너스	엔젤리너스	37.712777	127.06426	제조 음료 주문시 10% 할인	1200	2017-03-05	14:01:58
2142	19	리얼후라이	리얼후라이	37.67548	126.971166	크리스피 후라이드 10% 할인	700	2016-10-13	14:41:59
2143	66	한신포차	한신포차	37.682441	127.172899	닭발 주문시 주먹밥 증정	100	2017-07-26	21:00:03
2144	51	아웃백	아웃백	37.610874	126.917928	스테이크 주문시 10% 할인	1100	2016-12-27	21:20:56
2145	158	교보문고	교보문고	37.575597	127.15764	도서 구매시 10% 할인	2000	2016-02-22	18:31:07
2146	109	교보문고	교보문고	37.502271	126.954867	도서 구매시 10% 할인	400	2017-12-24	22:05:02
2147	237	정형외과	정형외과	37.644034	127.134031	정형외과의료지점	300	2017-01-10	21:17:31
2148	22	베스킨라빈스	베스킨라빈스	37.523756	127.077918	무료 사이즈업	1900	2017-02-27	10:09:01
2149	79	꾼	꾼	37.609523	127.113375	소주 2,000 쿠폰	500	2018-03-04	23:51:54
2150	5	뚜레쥬르	뚜레쥬르	37.624448	127.019181	2000원 이상 5% 할인	1400	2016-10-07	11:55:05
2151	145	쥬씨	쥬씨	37.457119	127.147768	무료 사이즈업	1600	2016-11-16	10:19:35
2152	150	봄봄	봄봄	37.481063	126.995393	음료 주문시 쿠폰 도장 2개 추가	1500	2016-07-22	23:28:23
2153	7	동경야네	동경야네	37.490375	126.887777	사케동 10% 할인	300	2018-01-13	14:16:13
2154	172	아웃닭	아웃닭	37.674577	127.010344	치즈스틱 2개 제공	400	2016-03-24	18:09:07
2155	67	봄봄	봄봄	37.605549	127.047547	음료 주문시 쿠폰 도장 2개 추가	900	2017-01-19	09:27:29
2156	270	아웃닭	아웃닭	37.618552	127.022566	치즈스틱 2개 제공	900	2018-02-17	21:04:31
2157	243	동경야네	동경야네	37.702707	126.943191	사케동 10% 할인	200	2017-12-07	18:45:22
2158	162	연래춘	연래춘	37.683192	127.154358	현금 결재시 10% 할인	300	2017-04-23	19:43:45
2159	152	닭한마리	닭한마리	37.440347	126.886954	칼국수 사리 무료 리필	200	2017-04-23	18:45:42
2160	168	구이가	구이가	37.702645	127.147231	한판 주문시 사이다 제공	400	2016-12-18	18:09:18
2161	154	버거킹	버거킹	37.463079	127.026352	와퍼주문시 5% 할인	1500	2016-09-14	10:55:29
2162	53	쥬씨	쥬씨	37.518092	126.901971	무료 사이즈업	700	2016-01-08	12:00:17
2163	87	멘동	멘동	37.554719	127.149039	규동 5% 할인	1200	2016-06-12	15:17:09
2164	178	리얼후라이	리얼후라이	37.646051	127.187325	크리스피 후라이드 10% 할인	1900	2017-02-07	17:45:41
2165	292	아웃닭	아웃닭	37.574605	126.952793	치즈스틱 2개 제공	700	2016-03-11	17:42:41
2166	258	이디야커피	이디야커피	37.533067	127.112242	스마트 오더 사용시 10% 할인	600	2018-02-24	13:46:23
2167	181	아웃닭	아웃닭	37.46741	127.129305	치즈스틱 2개 제공	1600	2017-08-18	18:26:06
2168	61	닭한마리	닭한마리	37.675981	127.113676	칼국수 사리 무료 리필	1600	2017-07-26	09:13:36
2169	127	아웃백	아웃백	37.447017	126.939753	스테이크 주문시 10% 할인	600	2016-06-29	12:26:25
2170	58	뚜레쥬르	뚜레쥬르	37.58787	126.989228	2000원 이상 5% 할인	1100	2018-02-23	13:47:32
2171	121	연래춘	연래춘	37.6638	126.992028	현금 결재시 10% 할인	1800	2016-12-05	16:12:10
2172	272	버거킹	버거킹	37.530146	127.172657	와퍼주문시 5% 할인	200	2017-04-17	18:33:27
2173	273	파리바게트	파리바게트	37.517616	127.005023	1000원 이상 10% 할인	1800	2017-04-03	22:20:04
2174	89	홍콩반점	홍콩반점	37.606511	127.099114	찹쌀 탕수육 10% 할인	500	2017-08-18	11:10:13
2175	162	롯데리아	롯데리아	37.650345	126.913683	롯데리아 음료M 제공	2000	2016-09-01	14:12:39
2176	276	닭한마리	닭한마리	37.562431	126.927551	칼국수 사리 무료 리필	700	2017-05-05	16:31:59
2177	96	멘동	멘동	37.458396	126.989511	규동 5% 할인	1000	2017-08-18	19:12:38
2178	258	스시로로	스시로로	37.5378	126.931644	2pcs 무료 제공	1500	2016-11-05	13:06:01
2179	76	스시진	스시진	37.578975	127.193541	2pcs 무료 제공	800	2016-07-16	22:19:49
2180	239	스시진	스시진	37.54139	127.044048	2pcs 무료 제공	1700	2017-09-30	12:21:37
2181	29	교보문고	교보문고	37.621694	126.97321	도서 구매시 10% 할인	300	2016-07-10	23:37:14
2182	55	꾼	꾼	37.617063	126.922235	소주 2,000 쿠폰	1900	2016-12-23	09:20:25
2183	172	뚜레쥬르	뚜레쥬르	37.665105	126.851233	2000원 이상 5% 할인	300	2016-06-15	10:30:08
2184	179	한신포차	한신포차	37.650254	127.087452	닭발 주문시 주먹밥 증정	1200	2017-07-02	09:30:23
2185	236	아웃닭	아웃닭	37.456728	127.075842	치즈스틱 2개 제공	1100	2018-02-20	20:44:00
2186	80	백다방	백다방	37.570369	127.027926	무료 토핑 추가	800	2017-07-26	21:28:02
2187	279	반디앤루니스	반디앤루니스	37.511563	127.098777	도서 구매시 5% 할인	700	2017-02-28	11:12:29
2188	87	리얼후라이	리얼후라이	37.674217	127.112444	크리스피 후라이드 10% 할인	2000	2016-09-18	22:01:44
2189	226	꾼	꾼	37.563766	127.043606	소주 2,000 쿠폰	1000	2018-01-07	20:30:18
2190	165	롯데리아	롯데리아	37.453712	126.928507	롯데리아 음료M 제공	1700	2017-05-20	11:07:45
2191	206	파리바게트	파리바게트	37.495731	127.184696	1000원 이상 10% 할인	1000	2016-07-24	15:03:43
2192	179	이디야커피	이디야커피	37.678336	126.948074	스마트 오더 사용시 10% 할인	1500	2017-10-02	17:31:47
2193	16	이디야커피	이디야커피	37.571929	127.170834	스마트 오더 사용시 10% 할인	300	2016-03-16	09:56:29
2194	49	쥬씨	쥬씨	37.609978	127.036372	무료 사이즈업	300	2016-08-30	09:05:29
2195	267	아웃닭	아웃닭	37.55082	126.944374	치즈스틱 2개 제공	1500	2016-11-26	22:20:01
2196	167	김덕후의곱창조	김덕후의곱창조	37.691206	127.015816	곱창 무한 리필 2,000 할인	700	2017-10-22	18:11:56
2197	1	홍콩반점	홍콩반점	37.592317	126.989049	찹쌀 탕수육 10% 할인	1100	2017-03-17	13:55:22
2198	108	꾼	꾼	37.446234	127.190272	소주 2,000 쿠폰	1700	2017-06-17	22:43:35
2199	1	홍콩반점	홍콩반점	37.62229	127.132318	찹쌀 탕수육 10% 할인	400	2016-07-25	10:47:52
2200	218	한신포차	한신포차	37.702406	127.095929	닭발 주문시 주먹밥 증정	200	2016-02-29	21:38:52
2201	243	아웃백	아웃백	37.512534	126.991558	스테이크 주문시 10% 할인	1900	2017-07-03	10:36:06
2202	197	매드포갈릭	매드포갈릭	37.65739	127.195488	에이드 무료 제공	700	2017-05-04	11:35:16
2203	17	동경야네	동경야네	37.509951	127.129331	사케동 10% 할인	1800	2017-08-06	18:17:10
2204	132	김덕후의곱창조	김덕후의곱창조	37.4867	127.143593	곱창 무한 리필 2,000 할인	1500	2016-12-25	15:58:39
2205	192	동경야네	동경야네	37.605246	126.867308	사케동 10% 할인	1700	2017-08-28	12:38:06
2206	263	교보문고	교보문고	37.603369	127.01682	도서 구매시 10% 할인	100	2016-11-28	09:03:02
2207	251	베스킨라빈스	베스킨라빈스	37.628924	127.05768	무료 사이즈업	1300	2017-01-15	20:27:24
