gift_key,payment_idx,card_key,gift_title,gift_place,gift_latitude,gift_longitude,gift_content,gift_cost,gift_date,gift_time
2521,8098,57,반디앤루니스,반디앤루니스,37.583012,127.17833,도서 구매시 5% 할인,1600,2016-04-24,10:40:00
2522,863,13,동경야네,동경야네,37.446584,127.018021,사케동 10% 할인,200,2018-01-03,09:08:00
2523,3221,233,교보문고,교보문고,37.714457,126.918273,도서 구매시 10% 할인,900,2016-06-04,18:25:16
2524,4659,198,닭한마리,닭한마리,37.550099,127.010168,칼국수 사리 무료 리필,500,2016-01-30,10:48:16
2525,12380,100,반디앤루니스,반디앤루니스,37.509501,126.876589,도서 구매시 5% 할인,1300,2016-06-25,15:41:15
2526,13701,216,닭한마리,닭한마리,37.643096,126.937798,칼국수 사리 무료 리필,100,2017-02-09,15:53:12
2527,10868,272,한신포차,한신포차,37.510424,127.048461,닭발 주문시 주먹밥 증정,100,2017-01-05,16:12:50
2528,2347,48,멘동,멘동,37.715294,126.953948,규동 5% 할인,500,2016-06-06,20:44:12
2529,12901,268,정형외과,정형외과,37.528425,127.06858,정형외과의료지점,300,2017-07-18,13:48:34
2530,9438,33,봄봄,봄봄,37.441743,127.177521,음료 주문시 쿠폰 도장 2개 추가,100,2016-10-17,20:16:20
2531,7302,278,베스킨라빈스,베스킨라빈스,37.566835,126.948725,무료 사이즈업,1200,2016-09-11,18:11:30
2532,10392,244,연래춘,연래춘,37.696676,126.889886,현금 결재시 10% 할인,1900,2016-01-21,09:01:00
2533,12367,40,쥬씨,쥬씨,37.667444,126.965637,무료 사이즈업,200,2018-04-01,09:53:52
2534,5060,81,리얼후라이,리얼후라이,37.701699,126.979067,크리스피 후라이드 10% 할인,1300,2016-11-08,20:39:39
2535,10038,12,아웃닭,아웃닭,37.601549,127.130843,치즈스틱 2개 제공,1300,2017-03-08,17:05:51
2536,13644,176,백다방,백다방,37.706074,127.051207,무료 토핑 추가,200,2017-09-12,12:25:51
2537,12452,40,스시진,스시진,37.625502,126.983253,2pcs 무료 제공,800,2016-11-11,16:41:55
2538,1432,197,홍콩반점,홍콩반점,37.452889,127.023929,찹쌀 탕수육 10% 할인,100,2016-08-23,11:26:06
2539,11129,49,구이가,구이가,37.545301,127.151255,한판 주문시 사이다 제공,200,2016-01-24,23:19:14
2540,6127,291,베스킨라빈스,베스킨라빈스,37.485808,127.166353,무료 사이즈업,1300,2018-02-18,18:24:25
2541,12937,187,롯데리아,롯데리아,37.474434,126.972426,롯데리아 음료M 제공,500,2016-11-21,14:22:30
2542,10803,209,이디야커피,이디야커피,37.674534,127.013676,스마트 오더 사용시 10% 할인,1400,2018-01-11,14:15:15
2543,8541,268,스시로로,스시로로,37.445013,127.027925,2pcs 무료 제공,1000,2016-07-09,14:18:42
2544,13660,56,아웃닭,아웃닭,37.584506,127.1767,치즈스틱 2개 제공,700,2016-04-28,12:14:59
2545,8604,234,쥬씨,쥬씨,37.501276,127.077697,무료 사이즈업,1300,2017-09-02,20:34:12
2546,3849,249,엔젤리너스,엔젤리너스,37.501566,126.916437,제조 음료 주문시 10% 할인,200,2017-06-07,09:23:09
2547,8354,222,봄봄,봄봄,37.64541,126.928978,음료 주문시 쿠폰 도장 2개 추가,500,2017-05-06,22:01:15
2548,10037,281,스시진,스시진,37.453797,127.058307,2pcs 무료 제공,1600,2018-01-18,21:33:21
2549,9960,189,스시로로,스시로로,37.489196,127.109745,2pcs 무료 제공,2000,2017-03-24,13:37:14
2550,882,60,이비인후과,이비인후과,37.588684,127.034606,코세척 서비스(무료),1400,2017-02-12,09:44:30
2551,6132,12,약국,약국,37.66654,127.123652,황사 마스크 증정(1매),1000,2016-11-12,09:44:53
2552,11620,75,반디앤루니스,반디앤루니스,37.492236,127.156016,도서 구매시 5% 할인,1600,2017-01-07,23:14:30
2553,14543,223,연래춘,연래춘,37.677812,126.912895,현금 결재시 10% 할인,1100,2016-08-24,12:22:46
2554,8088,83,스시진,스시진,37.491942,126.900138,2pcs 무료 제공,200,2017-06-21,22:36:48
2555,7333,158,이비인후과,이비인후과,37.513281,126.873839,코세척 서비스(무료),1200,2017-06-30,21:47:04
2556,12809,211,봄봄,봄봄,37.470085,127.064624,음료 주문시 쿠폰 도장 2개 추가,1700,2017-12-24,11:10:43
2557,13753,293,쥬씨,쥬씨,37.638809,127.087682,무료 사이즈업,2000,2017-09-18,12:46:52
2558,8543,31,홍콩반점,홍콩반점,37.6394,127.01283,찹쌀 탕수육 10% 할인,1300,2018-03-11,10:38:43
2559,6543,179,연래춘,연래춘,37.519426,127.077481,현금 결재시 10% 할인,500,2017-07-09,22:17:48
2560,13320,187,김덕후의곱창조,김덕후의곱창조,37.658789,126.965162,"곱창 무한 리필 2,000 할인",2000,2016-07-29,21:37:42
2561,2758,40,홍콩반점,홍콩반점,37.713665,127.137837,찹쌀 탕수육 10% 할인,800,2016-02-08,21:40:14
2562,10412,228,뚜레쥬르,뚜레쥬르,37.515002,127.109495,2000원 이상 5% 할인,900,2016-08-14,16:17:06
2563,7706,45,구이가,구이가,37.577882,127.111882,한판 주문시 사이다 제공,1500,2018-01-07,09:35:06
2564,11640,125,스시로로,스시로로,37.589406,127.0142,2pcs 무료 제공,1800,2017-03-09,14:42:41
2565,10706,168,스시로로,스시로로,37.679239,127.023996,2pcs 무료 제공,1400,2017-02-12,16:22:31
2566,1556,135,구이가,구이가,37.660764,127.183814,한판 주문시 사이다 제공,100,2017-12-20,23:11:55
2567,3947,167,김덕후의곱창조,김덕후의곱창조,37.691206,127.015816,"곱창 무한 리필 2,000 할인",1800,2017-10-22,18:11:56
2568,9566,84,매드포갈릭,매드포갈릭,37.456886,126.980108,에이드 무료 제공,600,2016-11-15,13:25:24
2569,8382,187,백다방,백다방,37.627557,126.89516,무료 토핑 추가,2000,2017-03-07,20:26:23
2570,8219,190,연래춘,연래춘,37.452189,127.159194,현금 결재시 10% 할인,900,2018-01-15,17:17:21
2571,4246,79,백다방,백다방,37.567423,126.995475,무료 토핑 추가,1600,2016-11-22,18:37:07
2572,800,234,교보문고,교보문고,37.53215,126.975514,도서 구매시 10% 할인,1200,2017-11-05,23:49:50
2573,3123,257,봄봄,봄봄,37.716904,127.003448,음료 주문시 쿠폰 도장 2개 추가,1600,2016-07-08,14:03:39
2574,9318,48,파리바게트,파리바게트,37.445307,126.889063,1000원 이상 10% 할인,1400,2018-02-05,17:45:07
2575,5147,95,파리바게트,파리바게트,37.620665,127.052164,1000원 이상 10% 할인,1000,2016-12-29,18:07:36
2576,3707,283,매드포갈릭,매드포갈릭,37.451472,126.98296,에이드 무료 제공,1800,2018-01-01,21:43:50
2577,13474,32,이비인후과,이비인후과,37.512262,127.065539,코세척 서비스(무료),1400,2017-06-19,22:18:23
2578,14607,266,뚜레쥬르,뚜레쥬르,37.663062,126.994586,2000원 이상 5% 할인,1900,2017-05-06,13:53:25
2579,10220,27,뚜레쥬르,뚜레쥬르,37.688182,127.00888,2000원 이상 5% 할인,1700,2017-05-19,23:08:42
2580,6570,261,반디앤루니스,반디앤루니스,37.627786,126.996225,도서 구매시 5% 할인,1200,2016-10-02,19:53:14
2581,11788,12,스시로로,스시로로,37.669013,127.025333,2pcs 무료 제공,200,2016-05-25,12:27:41
2582,2175,138,매드포갈릭,매드포갈릭,37.694541,126.961694,에이드 무료 제공,100,2017-04-22,20:09:55
2583,10453,154,연래춘,연래춘,37.681174,126.914198,현금 결재시 10% 할인,1600,2016-06-12,12:36:02
2584,13890,264,이비인후과,이비인후과,37.666118,127.005844,코세척 서비스(무료),1000,2017-12-19,09:08:23
2585,6775,42,한신포차,한신포차,37.572366,126.987991,닭발 주문시 주먹밥 증정,1000,2016-09-18,23:01:16
2586,10036,101,롯데리아,롯데리아,37.528394,127.150234,롯데리아 음료M 제공,900,2016-02-27,20:14:48
2587,10917,96,구이가,구이가,37.488084,127.149666,한판 주문시 사이다 제공,100,2016-03-23,12:32:10
2588,5677,281,파리바게트,파리바게트,37.498521,127.030045,1000원 이상 10% 할인,900,2016-10-19,22:19:41
2589,2382,263,멘동,멘동,37.467556,126.893041,규동 5% 할인,1500,2017-02-22,22:31:01
2590,2169,148,파리바게트,파리바게트,37.65049,127.186978,1000원 이상 10% 할인,500,2017-05-04,12:26:37
2591,1224,197,오쭈,오쭈,37.70517,127.058968,치즈 퐁듀 1회 제공,200,2016-03-02,22:27:39
2592,1555,279,닭한마리,닭한마리,37.454584,126.897764,칼국수 사리 무료 리필,300,2016-09-23,19:45:37
2593,3053,1,아웃닭,아웃닭,37.489607,127.155838,치즈스틱 2개 제공,700,2016-12-24,15:07:47
2594,5921,63,교보문고,교보문고,37.648275,127.129753,도서 구매시 10% 할인,700,2017-04-20,18:54:50
2595,1118,215,아웃백,아웃백,37.617381,127.052005,스테이크 주문시 10% 할인,600,2018-03-16,16:08:16
2596,6818,272,백다방,백다방,37.677333,127.086844,무료 토핑 추가,1000,2017-01-31,18:45:06
2597,12147,175,뚜레쥬르,뚜레쥬르,37.652218,127.105202,2000원 이상 5% 할인,1500,2018-03-06,18:50:38
2598,1691,123,한신포차,한신포차,37.442523,126.985605,닭발 주문시 주먹밥 증정,200,2017-12-16,22:55:01
2599,11166,247,아웃백,아웃백,37.683662,127.198191,스테이크 주문시 10% 할인,1700,2016-02-08,22:38:20
2600,5644,285,반디앤루니스,반디앤루니스,37.711243,126.93067,도서 구매시 5% 할인,900,2017-07-02,13:14:18
2601,12131,184,뚜레쥬르,뚜레쥬르,37.633673,126.883585,2000원 이상 5% 할인,1600,2016-07-13,10:08:25
2602,538,146,정형외과,정형외과,37.492696,126.97457,정형외과의료지점,1200,2017-10-31,22:20:29
2603,6151,155,동경야네,동경야네,37.499512,126.918117,사케동 10% 할인,1000,2016-03-30,09:01:27
2604,9307,179,오쭈,오쭈,37.641986,127.034109,치즈 퐁듀 1회 제공,1500,2017-07-12,23:24:42
2605,762,180,교보문고,교보문고,37.563126,127.127389,도서 구매시 10% 할인,1300,2017-11-09,23:37:36
2606,1546,190,봄봄,봄봄,37.662303,127.176791,음료 주문시 쿠폰 도장 2개 추가,600,2017-10-05,18:58:05
2607,12738,256,이비인후과,이비인후과,37.488726,127.046901,코세척 서비스(무료),800,2017-04-24,13:15:49
2608,2711,39,닭한마리,닭한마리,37.684812,127.010566,칼국수 사리 무료 리필,100,2017-08-29,11:48:05
2609,4371,234,동경야네,동경야네,37.686024,127.096534,사케동 10% 할인,1400,2016-08-14,14:00:13
2610,10881,236,아웃닭,아웃닭,37.456728,127.075842,치즈스틱 2개 제공,1500,2018-02-20,20:44:00
2611,3768,72,베스킨라빈스,베스킨라빈스,37.661432,127.108714,무료 사이즈업,800,2016-02-02,15:31:20
2612,4120,144,이디야커피,이디야커피,37.45566,126.903909,스마트 오더 사용시 10% 할인,300,2016-02-21,13:11:57
2613,14356,205,원할머니보쌈,원할머니보쌈,37.693959,126.915268,"족발 3,000 할인 쿠폰 제공",200,2016-03-08,21:16:14
2614,14621,89,교보문고,교보문고,37.482169,127.119142,도서 구매시 10% 할인,200,2017-01-28,15:27:04
2615,10323,249,스시진,스시진,37.58734,127.168595,2pcs 무료 제공,1700,2016-02-29,18:02:29
2616,14518,177,정형외과,정형외과,37.462072,127.109356,정형외과의료지점,800,2016-06-04,11:54:58
2617,9111,154,원할머니보쌈,원할머니보쌈,37.52999,127.04988,"족발 3,000 할인 쿠폰 제공",1300,2017-08-23,11:38:32
2618,10069,87,닭한마리,닭한마리,37.452445,127.120224,칼국수 사리 무료 리필,100,2016-09-04,14:04:46
2619,418,296,파리바게트,파리바게트,37.658187,127.186051,1000원 이상 10% 할인,1000,2017-03-10,17:41:44
2620,946,64,아웃닭,아웃닭,37.655376,127.145448,치즈스틱 2개 제공,800,2017-11-09,21:10:05
2621,2159,168,교보문고,교보문고,37.690367,126.936318,도서 구매시 10% 할인,1700,2017-04-08,16:12:45
2622,464,149,닭한마리,닭한마리,37.505184,127.067691,칼국수 사리 무료 리필,1600,2016-07-27,19:18:35
2623,8609,139,베스킨라빈스,베스킨라빈스,37.588183,127.167411,무료 사이즈업,1700,2017-09-19,23:08:15
2624,13392,155,이비인후과,이비인후과,37.572346,127.13941,코세척 서비스(무료),2000,2016-05-16,11:53:30
2625,11103,272,오쭈,오쭈,37.61477,126.926375,치즈 퐁듀 1회 제공,1400,2017-07-15,11:01:36
2626,14520,181,이디야커피,이디야커피,37.449943,127.188457,스마트 오더 사용시 10% 할인,100,2017-10-22,16:32:39
2627,14504,153,한신포차,한신포차,37.572799,126.912751,닭발 주문시 주먹밥 증정,200,2016-04-21,23:57:11
2628,6870,94,뚜레쥬르,뚜레쥬르,37.484971,127.112451,2000원 이상 5% 할인,800,2016-05-02,09:06:11
2629,13609,231,뚜레쥬르,뚜레쥬르,37.620689,127.068659,2000원 이상 5% 할인,100,2017-01-11,14:16:24
2630,2838,60,뚜레쥬르,뚜레쥬르,37.641534,127.063533,2000원 이상 5% 할인,700,2017-03-11,14:23:48
2631,8229,225,스시로로,스시로로,37.595149,127.147934,2pcs 무료 제공,200,2016-02-02,09:34:21
2632,10575,108,버거킹,버거킹,37.715779,127.130835,와퍼주문시 5% 할인,1400,2017-09-21,22:36:56
2633,8796,12,이비인후과,이비인후과,37.530756,127.050998,코세척 서비스(무료),1400,2017-10-23,23:43:44
2634,3231,295,파리바게트,파리바게트,37.671373,126.972195,1000원 이상 10% 할인,1400,2017-04-05,12:13:33
2635,2278,168,교보문고,교보문고,37.547099,127.064225,도서 구매시 10% 할인,1000,2018-01-09,11:45:22
2636,2361,13,홍콩반점,홍콩반점,37.696357,127.140669,찹쌀 탕수육 10% 할인,200,2016-04-28,19:06:58
2637,10603,168,멘동,멘동,37.470048,127.135693,규동 5% 할인,1700,2017-06-07,10:21:16
2638,2375,168,약국,약국,37.606019,127.026984,황사 마스크 증정(1매),200,2017-01-18,22:07:49
2639,2738,208,오쭈,오쭈,37.593426,127.191802,치즈 퐁듀 1회 제공,2000,2016-05-25,09:18:13
2640,4623,296,한신포차,한신포차,37.515008,126.913867,닭발 주문시 주먹밥 증정,1600,2016-10-26,14:16:05
2641,10895,229,멘동,멘동,37.619145,127.027287,규동 5% 할인,1100,2017-02-22,17:32:35
2642,2606,227,한신포차,한신포차,37.621225,126.961624,닭발 주문시 주먹밥 증정,1400,2017-07-07,11:01:29
2643,14593,116,꾼,꾼,37.539197,126.915635,"소주 2,000 쿠폰",1100,2016-09-07,15:37:15
2644,5644,285,반디앤루니스,반디앤루니스,37.711243,126.93067,도서 구매시 5% 할인,600,2017-07-02,13:14:18
2645,2406,239,동경야네,동경야네,37.559645,126.909305,사케동 10% 할인,1000,2017-04-24,10:07:16
2646,4233,225,한신포차,한신포차,37.622738,127.120834,닭발 주문시 주먹밥 증정,500,2018-01-19,23:36:22
2647,20,33,김덕후의곱창조,김덕후의곱창조,37.57287,126.947634,"곱창 무한 리필 2,000 할인",1400,2017-07-04,14:31:11
2648,10853,95,쥬씨,쥬씨,37.597836,126.90433,무료 사이즈업,700,2017-12-18,20:30:00
2649,9956,295,베스킨라빈스,베스킨라빈스,37.656449,127.027747,무료 사이즈업,500,2016-12-25,12:21:33
2650,9169,98,김덕후의곱창조,김덕후의곱창조,37.474974,127.008134,"곱창 무한 리필 2,000 할인",1600,2017-11-27,21:08:31
2651,3393,282,봄봄,봄봄,37.635234,127.137416,음료 주문시 쿠폰 도장 2개 추가,500,2016-11-25,19:22:20
2652,8197,249,정형외과,정형외과,37.562293,127.109541,정형외과의료지점,1400,2016-11-15,17:59:00
2653,10762,193,정형외과,정형외과,37.441396,126.858831,정형외과의료지점,1100,2018-01-26,21:38:13
2654,4746,157,원할머니보쌈,원할머니보쌈,37.668864,126.935664,"족발 3,000 할인 쿠폰 제공",1200,2017-01-01,20:21:07
2655,6114,126,오쭈,오쭈,37.510958,126.927651,치즈 퐁듀 1회 제공,1500,2016-04-26,14:06:20
2656,7601,94,뚜레쥬르,뚜레쥬르,37.442136,126.880528,2000원 이상 5% 할인,100,2017-01-08,14:33:03
2657,849,294,아웃닭,아웃닭,37.569935,126.892366,치즈스틱 2개 제공,500,2018-01-19,18:44:57
2658,4761,195,엔젤리너스,엔젤리너스,37.569513,127.068922,제조 음료 주문시 10% 할인,1400,2016-04-03,17:43:05
2659,925,124,이비인후과,이비인후과,37.703482,126.852182,코세척 서비스(무료),700,2017-01-21,20:29:13
2660,11845,64,오쭈,오쭈,37.465267,127.028995,치즈 퐁듀 1회 제공,700,2017-10-06,20:09:46
2661,5343,106,동경야네,동경야네,37.451677,126.86029,사케동 10% 할인,1000,2017-10-28,12:54:43
2662,8252,49,홍콩반점,홍콩반점,37.561912,127.162746,찹쌀 탕수육 10% 할인,1300,2017-09-23,09:03:39
2663,6841,223,스시로로,스시로로,37.658024,127.003802,2pcs 무료 제공,1700,2017-11-26,16:44:15
2664,2775,94,약국,약국,37.610776,127.079978,황사 마스크 증정(1매),2000,2018-02-05,12:42:08
2665,12034,16,아웃닭,아웃닭,37.55169,127.134667,치즈스틱 2개 제공,1400,2016-05-08,20:21:06
2666,2136,98,정형외과,정형외과,37.587586,127.05302,정형외과의료지점,300,2016-09-28,14:16:41
2667,4283,76,닭한마리,닭한마리,37.582767,127.025906,칼국수 사리 무료 리필,1400,2016-04-10,18:27:19
2668,1173,135,봄봄,봄봄,37.628227,126.921489,음료 주문시 쿠폰 도장 2개 추가,400,2016-04-21,17:19:43
2669,10064,258,이디야커피,이디야커피,37.551471,127.092757,스마트 오더 사용시 10% 할인,1000,2016-03-04,11:57:34
2670,5807,228,뚜레쥬르,뚜레쥬르,37.699621,126.947084,2000원 이상 5% 할인,1700,2016-12-08,20:49:12
2671,11856,4,홍콩반점,홍콩반점,37.490761,127.09682,찹쌀 탕수육 10% 할인,1300,2016-07-26,18:22:55
2672,9070,203,아웃닭,아웃닭,37.521831,127.158198,치즈스틱 2개 제공,1800,2018-01-11,16:43:29
2673,12659,297,김덕후의곱창조,김덕후의곱창조,37.527715,126.97641,"곱창 무한 리필 2,000 할인",1300,2016-12-28,13:11:48
2674,11419,169,멘동,멘동,37.607674,127.153668,규동 5% 할인,1600,2017-12-17,13:52:38
2675,6641,10,구이가,구이가,37.589125,127.020433,한판 주문시 사이다 제공,1800,2017-01-23,18:28:28
2676,2038,210,뚜레쥬르,뚜레쥬르,37.682394,127.18762,2000원 이상 5% 할인,400,2017-02-01,09:43:47
2677,14400,153,동경야네,동경야네,37.719923,127.103255,사케동 10% 할인,1600,2016-06-17,14:10:32
2678,10926,278,스시진,스시진,37.482682,126.91148,2pcs 무료 제공,1300,2017-03-25,11:18:26
2679,9774,229,반디앤루니스,반디앤루니스,37.578149,127.061745,도서 구매시 5% 할인,1200,2017-11-08,14:52:00
2680,11943,88,이디야커피,이디야커피,37.581959,127.190372,스마트 오더 사용시 10% 할인,400,2016-10-13,21:50:29
2681,10539,194,멘동,멘동,37.519144,127.081221,규동 5% 할인,1800,2016-10-28,14:18:50
2682,1635,186,아웃닭,아웃닭,37.648695,127.010496,치즈스틱 2개 제공,500,2016-08-23,12:13:42
2683,5244,103,베스킨라빈스,베스킨라빈스,37.691837,126.963566,무료 사이즈업,1800,2016-12-10,22:16:11
2684,11130,70,이비인후과,이비인후과,37.550692,126.875115,코세척 서비스(무료),800,2018-02-25,12:46:33
2685,8305,5,스시로로,스시로로,37.505338,127.022084,2pcs 무료 제공,500,2017-07-31,13:03:53
2686,4412,42,홍콩반점,홍콩반점,37.697936,126.975404,찹쌀 탕수육 10% 할인,800,2016-05-08,10:36:51
2687,10830,44,엔젤리너스,엔젤리너스,37.676917,126.951532,제조 음료 주문시 10% 할인,100,2016-08-07,10:35:39
2688,7198,37,이디야커피,이디야커피,37.486184,126.97501,스마트 오더 사용시 10% 할인,1600,2017-07-20,15:46:00
2689,6068,98,스시진,스시진,37.583691,126.964415,2pcs 무료 제공,500,2017-12-23,22:39:27
2690,5844,58,베스킨라빈스,베스킨라빈스,37.584999,127.023689,무료 사이즈업,1400,2017-02-17,19:33:18
2691,5303,217,한신포차,한신포차,37.681692,127.130296,닭발 주문시 주먹밥 증정,1400,2017-01-17,14:47:15
2692,7922,154,아웃닭,아웃닭,37.56055,126.933756,치즈스틱 2개 제공,1000,2017-05-28,18:14:36
2693,165,95,정형외과,정형외과,37.56001,127.027336,정형외과의료지점,1800,2016-07-14,21:07:37
2694,13058,294,리얼후라이,리얼후라이,37.558193,127.097682,크리스피 후라이드 10% 할인,1500,2017-05-26,10:24:34
2695,1104,97,홍콩반점,홍콩반점,37.716238,127.139794,찹쌀 탕수육 10% 할인,700,2017-12-11,18:34:32
2696,12928,119,엔젤리너스,엔젤리너스,37.604401,126.853297,제조 음료 주문시 10% 할인,1000,2016-08-17,10:28:53
2697,9588,39,롯데리아,롯데리아,37.51652,127.003123,롯데리아 음료M 제공,1400,2017-09-14,15:38:32
2698,84,247,이비인후과,이비인후과,37.483865,127.044966,코세척 서비스(무료),400,2017-02-15,15:46:39
2699,14052,124,정형외과,정형외과,37.572516,127.073862,정형외과의료지점,1400,2016-06-18,11:38:31
2700,75,87,아웃백,아웃백,37.478922,126.911789,스테이크 주문시 10% 할인,700,2018-02-20,09:57:11
2701,10090,55,롯데리아,롯데리아,37.572466,127.065999,롯데리아 음료M 제공,900,2017-08-20,20:27:23
2702,1310,37,이비인후과,이비인후과,37.56368,126.851616,코세척 서비스(무료),1800,2016-12-29,20:04:51
2703,1055,174,동경야네,동경야네,37.697782,126.9651,사케동 10% 할인,1300,2017-02-25,18:49:11
2704,5542,252,뚜레쥬르,뚜레쥬르,37.69354,127.031475,2000원 이상 5% 할인,400,2017-10-27,20:39:05
2705,7767,97,스시진,스시진,37.607398,127.103545,2pcs 무료 제공,1500,2017-05-14,11:46:56
2706,7559,111,베스킨라빈스,베스킨라빈스,37.564675,127.12342,무료 사이즈업,1300,2017-11-17,11:24:14
2707,10979,106,정형외과,정형외과,37.511253,127.063229,정형외과의료지점,1800,2016-12-17,18:19:43
2708,12253,158,뚜레쥬르,뚜레쥬르,37.444216,127.018568,2000원 이상 5% 할인,400,2016-04-28,13:32:32
2709,7375,124,구이가,구이가,37.553879,126.994592,한판 주문시 사이다 제공,1000,2017-12-06,14:55:35
2710,11762,201,매드포갈릭,매드포갈릭,37.557396,126.916249,에이드 무료 제공,900,2017-11-28,19:34:36
2711,11137,112,아웃백,아웃백,37.653065,127.14545,스테이크 주문시 10% 할인,600,2017-03-05,16:39:35
2712,8544,178,아웃닭,아웃닭,37.452314,126.944741,치즈스틱 2개 제공,1400,2017-04-21,17:57:31
2713,10675,257,백다방,백다방,37.610891,127.043785,무료 토핑 추가,1000,2017-03-16,12:01:28
2714,11946,291,동경야네,동경야네,37.681733,127.068194,사케동 10% 할인,1400,2016-10-27,23:03:41
2715,5120,163,정형외과,정형외과,37.492434,126.993372,정형외과의료지점,100,2017-08-04,18:37:57
2716,7339,28,한신포차,한신포차,37.698913,126.961379,닭발 주문시 주먹밥 증정,300,2016-10-11,16:52:40
2717,12286,173,파리바게트,파리바게트,37.61658,126.854632,1000원 이상 10% 할인,400,2016-09-08,10:40:42
2718,455,281,베스킨라빈스,베스킨라빈스,37.522193,126.879417,무료 사이즈업,600,2016-07-13,15:50:30
2719,11121,99,롯데리아,롯데리아,37.61305,126.868102,롯데리아 음료M 제공,900,2016-12-26,20:40:20
2720,5404,249,연래춘,연래춘,37.685798,127.108101,현금 결재시 10% 할인,1000,2017-11-07,20:00:02
2721,3436,256,교보문고,교보문고,37.577414,127.150184,도서 구매시 10% 할인,500,2018-02-02,10:29:40
2722,7074,6,백다방,백다방,37.466043,127.0296,무료 토핑 추가,300,2017-06-26,14:21:18
2723,405,62,원할머니보쌈,원할머니보쌈,37.655124,127.145196,"족발 3,000 할인 쿠폰 제공",100,2017-01-10,18:17:35
2724,8486,19,약국,약국,37.469865,126.886037,황사 마스크 증정(1매),500,2016-03-26,09:42:55
2725,10968,232,봄봄,봄봄,37.668171,127.198856,음료 주문시 쿠폰 도장 2개 추가,900,2018-01-12,18:36:07
2726,8166,101,오쭈,오쭈,37.670099,126.929647,치즈 퐁듀 1회 제공,1800,2017-03-30,09:35:06
2727,11147,44,백다방,백다방,37.56247,126.906358,무료 토핑 추가,1700,2017-07-31,14:07:50
2728,5359,124,약국,약국,37.566624,127.118819,황사 마스크 증정(1매),1500,2016-09-27,21:47:37
2729,2218,61,이디야커피,이디야커피,37.634492,127.016577,스마트 오더 사용시 10% 할인,700,2017-04-01,09:36:40
2730,640,184,스시로로,스시로로,37.474727,126.867618,2pcs 무료 제공,1000,2016-04-30,11:00:06
2731,11971,216,이디야커피,이디야커피,37.501644,126.853496,스마트 오더 사용시 10% 할인,600,2017-02-25,13:19:02
2732,3464,75,연래춘,연래춘,37.669873,126.917252,현금 결재시 10% 할인,900,2017-10-30,23:03:50
2733,7069,229,교보문고,교보문고,37.443233,126.912926,도서 구매시 10% 할인,1500,2016-07-17,21:44:22
2734,4070,297,구이가,구이가,37.462536,127.063483,한판 주문시 사이다 제공,200,2017-06-25,17:25:37
2735,12606,288,멘동,멘동,37.475888,126.874762,규동 5% 할인,900,2016-12-20,11:53:42
2736,6224,44,홍콩반점,홍콩반점,37.602854,126.933648,찹쌀 탕수육 10% 할인,600,2016-05-06,16:56:26
2737,5391,188,봄봄,봄봄,37.586902,126.918053,음료 주문시 쿠폰 도장 2개 추가,600,2016-05-08,14:16:50
2738,14383,81,아웃닭,아웃닭,37.668943,126.924158,치즈스틱 2개 제공,400,2017-06-22,19:57:16
2739,7711,123,교보문고,교보문고,37.545259,127.173926,도서 구매시 10% 할인,1800,2016-06-24,16:48:27
2740,8654,249,봄봄,봄봄,37.470784,127.057298,음료 주문시 쿠폰 도장 2개 추가,1400,2016-05-07,20:02:28
2741,21,25,구이가,구이가,37.477522,127.007314,한판 주문시 사이다 제공,500,2017-05-14,10:39:43
2742,13274,120,오쭈,오쭈,37.543929,127.033817,치즈 퐁듀 1회 제공,400,2016-07-30,13:35:23
2743,12906,114,이디야커피,이디야커피,37.450564,127.104902,스마트 오더 사용시 10% 할인,1700,2016-02-10,20:39:41
2744,3036,276,교보문고,교보문고,37.517666,126.956674,도서 구매시 10% 할인,1800,2016-03-17,12:55:43
2745,1963,85,봄봄,봄봄,37.647183,127.165963,음료 주문시 쿠폰 도장 2개 추가,1400,2017-02-28,14:50:16
2746,8390,66,뚜레쥬르,뚜레쥬르,37.48942,127.04812,2000원 이상 5% 할인,200,2017-06-24,11:11:07
2747,13949,175,구이가,구이가,37.673691,126.855578,한판 주문시 사이다 제공,700,2017-09-01,23:35:25
2748,4851,204,스시로로,스시로로,37.700576,127.164396,2pcs 무료 제공,1300,2016-02-16,14:48:32
2749,6061,150,파리바게트,파리바게트,37.623714,126.861939,1000원 이상 10% 할인,900,2017-04-26,14:21:05
2750,14543,223,연래춘,연래춘,37.677812,126.912895,현금 결재시 10% 할인,1600,2016-08-24,12:22:46
2751,3589,262,파리바게트,파리바게트,37.457899,126.933588,1000원 이상 10% 할인,1800,2016-10-18,20:52:28
2752,7668,293,백다방,백다방,37.453347,126.973701,무료 토핑 추가,500,2016-06-29,10:55:20
2753,2440,245,이비인후과,이비인후과,37.551717,126.87675,코세척 서비스(무료),600,2017-08-15,17:55:04
2754,12606,288,멘동,멘동,37.475888,126.874762,규동 5% 할인,600,2016-12-20,11:53:42
2755,942,266,동경야네,동경야네,37.493018,126.853057,사케동 10% 할인,200,2018-01-23,20:56:55
2756,2922,246,홍콩반점,홍콩반점,37.526463,126.954282,찹쌀 탕수육 10% 할인,2000,2016-11-02,19:57:55
2757,13591,129,닭한마리,닭한마리,37.503142,126.97401,칼국수 사리 무료 리필,700,2016-05-20,09:16:34
